word_id,morph_count,case_encoded,verb_form,is_inflected
arg_pisarapanui_11_page_10_30,2,1,-1,0
arg_pisarapanui_11_page_10_31,5,1,-1,1
arg_pisarapanui_11_page_10_32,5,3,-1,1
arg_pisarapanui_11_page_10_33,2,1,-1,0
arg_pisarapanui_11_page_10_34,5,1,-1,0
arg_pisarapanui_11_page_10_35,7,1,-1,1
arg_pisarapanui_11_page_10_36,3,-1,2,1
arg_pisarapanui_11_page_10_37,1,-1,-1,0
arg_pisarapanui_11_page_10_38,4,-1,-1,0
arg_pisarapanui_11_page_10_39,5,3,-1,1
arg_pisarapanui_11_page_10_40,5,3,-1,1
arg_pisarapanui_11_page_10_41,2,3,-1,0
arg_pisarapanui_11_page_10_42,5,3,-1,1
arg_pisarapanui_11_page_10_43,5,1,-1,1
arg_pisarapanui_11_page_10_44,0,-1,-1,0
arg_pisarapanui_11_page_10_45,5,-1,0,1
arg_pisarapanui_11_page_10_46,6,1,-1,0
arg_pisarapanui_11_page_10_47,2,1,-1,0
arg_pisarapanui_11_page_10_48,5,1,-1,1
arg_pisarapanui_11_page_10_49,5,1,-1,1
arg_pisarapanui_11_page_10_50,0,-1,-1,0
arg_pisarapanui_11_page_10_51,3,-1,-1,1
arg_pisarapanui_11_page_10_52,2,1,-1,0
arg_pisarapanui_11_page_10_53,3,-1,-1,0
arg_pisarapanui_11_page_11_0,2,2,-1,0
arg_pisarapanui_11_page_11_1,5,3,-1,1
arg_pisarapanui_11_page_11_2,0,-1,-1,0
arg_pisarapanui_11_page_11_3,0,-1,-1,0
arg_pisarapanui_11_page_11_4,2,-1,-1,1
arg_pisarapanui_11_page_11_5,3,-1,2,1
arg_pisarapanui_11_page_11_6,1,-1,-1,0
arg_pisarapanui_11_page_11_7,4,-1,0,1
arg_pisarapanui_11_page_11_8,3,-1,2,1
arg_pisarapanui_11_page_11_9,2,1,-1,0
arg_pisarapanui_11_page_11_10,3,-1,-1,1
arg_pisarapanui_11_page_11_11,2,1,-1,0
arg_pisarapanui_11_page_11_12,2,1,-1,0
arg_pisarapanui_11_page_11_13,0,-1,-1,0
arg_pisarapanui_11_page_11_14,1,-1,-1,0
arg_pisarapanui_11_page_11_15,6,1,-1,1
arg_pisarapanui_11_page_11_16,3,-1,2,1
arg_pisarapanui_11_page_11_17,1,-1,-1,0
arg_pisarapanui_11_page_11_18,5,1,-1,1
arg_pisarapanui_11_page_11_19,5,1,-1,0
arg_pisarapanui_11_page_11_20,3,-1,-1,1
arg_pisarapanui_11_page_11_21,2,1,-1,0
arg_pisarapanui_11_page_11_22,1,-1,-1,0
arg_pisarapanui_11_page_11_23,0,-1,-1,0
arg_pisarapanui_11_page_11_24,2,1,-1,0
arg_pisarapanui_11_page_11_25,3,-1,-1,1
arg_pisarapanui_11_page_11_26,2,-1,-1,1
arg_pisarapanui_11_page_11_27,3,-1,2,1
arg_pisarapanui_11_page_11_28,5,1,-1,1
arg_pisarapanui_11_page_11_29,4,-1,-1,1
arg_pisarapanui_11_page_11_30,5,1,-1,0
arg_pisarapanui_11_page_11_31,1,-1,-1,0
arg_pisarapanui_11_page_11_32,2,-1,-1,1
arg_pisarapanui_11_page_11_33,3,-1,2,1
arg_pisarapanui_11_page_11_34,5,1,-1,1
arg_pisarapanui_11_page_11_35,4,-1,-1,1
arg_pisarapanui_11_page_11_36,2,1,-1,0
arg_pisarapanui_11_page_11_37,5,1,-1,0
arg_pisarapanui_11_page_11_38,2,1,-1,0
arg_pisarapanui_11_page_11_39,1,-1,-1,0
arg_pisarapanui_11_page_11_40,6,1,-1,1
arg_pisarapanui_11_page_11_41,2,-1,1,0
arg_pisarapanui_11_page_11_42,2,1,-1,0
arg_pisarapanui_11_page_11_43,4,-1,-1,1
arg_pisarapanui_11_page_11_44,3,-1,-1,1
arg_pisarapanui_11_page_11_45,2,1,-1,0
arg_pisarapanui_11_page_11_46,2,1,-1,0
arg_pisarapanui_11_page_11_47,5,1,-1,0
arg_pisarapanui_11_page_11_48,2,-1,-1,0
arg_pisarapanui_11_page_11_49,2,-1,-1,1
arg_pisarapanui_11_page_11_50,3,-1,2,1
arg_pisarapanui_11_page_11_51,7,1,-1,1
arg_pisarapanui_11_page_11_52,3,-1,-1,1
arg_pisarapanui_11_page_11_53,2,1,-1,0
arg_pisarapanui_11_page_11_54,5,1,-1,0
arg_pisarapanui_11_page_11_55,2,1,-1,0
arg_pisarapanui_11_page_11_56,0,-1,-1,0
arg_pisarapanui_11_page_11_57,5,1,-1,1
arg_pisarapanui_11_page_11_58,5,-1,0,1
arg_pisarapanui_11_page_11_59,1,-1,-1,0
arg_pisarapanui_11_page_11_60,1,-1,-1,0
arg_pisarapanui_11_page_11_61,1,-1,-1,0
arg_pisarapanui_11_page_11_62,5,1,-1,1
arg_pisarapanui_11_page_11_63,5,-1,0,0
arg_pisarapanui_11_page_12_0,5,1,-1,1
arg_pisarapanui_11_page_12_1,0,-1,-1,0
arg_pisarapanui_11_page_12_2,5,-1,0,0
arg_pisarapanui_11_page_12_3,1,-1,-1,0
arg_pisarapanui_11_page_12_4,1,-1,-1,0
arg_pisarapanui_11_page_12_5,6,1,-1,1
arg_pisarapanui_11_page_12_6,5,-1,-1,1
arg_pisarapanui_11_page_12_7,2,1,-1,0
arg_pisarapanui_11_page_12_8,3,-1,-1,1
arg_pisarapanui_11_page_12_9,5,1,-1,0
arg_pisarapanui_11_page_12_10,5,1,-1,1
arg_pisarapanui_11_page_12_11,5,-1,0,1
arg_pisarapanui_11_page_12_12,1,-1,-1,0
arg_pisarapanui_11_page_12_13,4,-1,0,1
arg_pisarapanui_11_page_12_14,0,-1,-1,0
arg_pisarapanui_11_page_12_15,5,-1,0,0
arg_pisarapanui_11_page_12_16,1,-1,-1,0
arg_pisarapanui_11_page_12_17,5,1,-1,1
arg_pisarapanui_11_page_12_18,2,1,-1,0
arg_pisarapanui_11_page_12_19,2,1,-1,0
arg_pisarapanui_11_page_12_20,0,-1,-1,0
arg_pisarapanui_11_page_12_21,0,-1,-1,0
arg_pisarapanui_11_page_12_22,2,-1,-1,1
arg_pisarapanui_11_page_12_23,3,-1,2,1
arg_pisarapanui_11_page_12_24,5,1,-1,1
arg_pisarapanui_11_page_12_25,2,1,-1,0
arg_pisarapanui_11_page_12_26,1,-1,-1,0
arg_pisarapanui_11_page_12_27,2,-1,1,0
arg_pisarapanui_11_page_12_28,5,1,-1,1
arg_pisarapanui_11_page_12_29,1,-1,-1,0
arg_pisarapanui_11_page_12_30,2,1,-1,0
arg_pisarapanui_11_page_12_31,7,1,-1,1
arg_pisarapanui_11_page_12_32,3,-1,-1,1
arg_pisarapanui_11_page_12_33,1,-1,-1,0
arg_pisarapanui_11_page_12_34,7,1,-1,1
arg_pisarapanui_11_page_12_35,2,-1,-1,1
arg_pisarapanui_11_page_12_36,3,-1,2,1
arg_pisarapanui_11_page_12_37,2,1,-1,0
arg_pisarapanui_11_page_12_38,5,1,-1,1
arg_pisarapanui_11_page_12_39,5,3,-1,0
arg_pisarapanui_11_page_12_40,2,1,-1,0
arg_pisarapanui_11_page_12_41,3,-1,-1,1
arg_pisarapanui_11_page_12_42,4,-1,-1,1
arg_pisarapanui_11_page_12_43,1,-1,-1,0
arg_pisarapanui_11_page_12_44,2,1,-1,0
arg_pisarapanui_11_page_12_45,3,-1,-1,0
arg_pisarapanui_11_page_12_46,5,1,-1,0
arg_pisarapanui_11_page_12_47,2,-1,-1,1
arg_pisarapanui_11_page_12_48,3,-1,2,1
arg_pisarapanui_11_page_12_49,1,-1,-1,0
arg_pisarapanui_11_page_12_50,5,1,-1,1
arg_pisarapanui_11_page_12_51,5,1,-1,1
arg_pisarapanui_11_page_12_52,4,-1,0,1
arg_pisarapanui_11_page_12_53,1,-1,-1,0
arg_pisarapanui_11_page_12_54,5,1,-1,1
arg_pisarapanui_11_page_12_55,5,3,-1,1
arg_pisarapanui_11_page_12_56,4,-1,-1,1
arg_pisarapanui_11_page_12_57,2,-1,-1,1
arg_pisarapanui_11_page_12_58,3,-1,2,1
arg_pisarapanui_11_page_12_59,2,1,-1,0
arg_pisarapanui_11_page_12_60,3,-1,-1,1
arg_pisarapanui_11_page_12_61,4,-1,-1,1
arg_pisarapanui_11_page_12_62,1,-1,-1,0
arg_pisarapanui_11_page_12_63,2,1,-1,0
arg_pisarapanui_11_page_12_64,5,1,-1,1
arg_pisarapanui_11_page_12_65,5,3,-1,1
arg_pisarapanui_11_page_12_66,2,1,-1,0
arg_pisarapanui_11_page_12_67,2,1,-1,0
arg_pisarapanui_11_page_12_68,0,-1,-1,0
arg_pisarapanui_11_page_12_69,0,-1,-1,0
arg_pisarapanui_11_page_13_0,5,1,-1,1
arg_pisarapanui_11_page_13_1,2,1,-1,0
arg_pisarapanui_11_page_13_2,5,1,-1,0
arg_pisarapanui_11_page_13_3,6,2,-1,1
arg_pisarapanui_11_page_13_4,5,-1,0,1
arg_pisarapanui_11_page_13_5,7,1,-1,1
arg_pisarapanui_11_page_13_6,5,1,-1,0
arg_pisarapanui_11_page_13_7,6,1,-1,1
arg_pisarapanui_11_page_13_8,1,-1,-1,0
arg_pisarapanui_11_page_13_9,3,-1,-1,1
arg_pisarapanui_11_page_13_10,5,-1,0,1
arg_pisarapanui_11_page_13_11,6,1,-1,1
arg_pisarapanui_11_page_13_12,1,-1,-1,0
arg_pisarapanui_11_page_13_13,2,1,-1,0
arg_pisarapanui_11_page_13_14,3,-1,-1,0
arg_pisarapanui_11_page_13_15,5,1,-1,1
arg_pisarapanui_11_page_13_16,2,-1,-1,1
arg_pisarapanui_11_page_13_17,3,-1,2,1
arg_pisarapanui_11_page_13_18,1,-1,-1,0
arg_pisarapanui_11_page_13_19,4,-1,0,1
arg_pisarapanui_11_page_13_20,5,1,-1,1
arg_pisarapanui_11_page_13_21,2,1,-1,0
arg_pisarapanui_11_page_13_22,5,1,-1,1
arg_pisarapanui_11_page_13_23,5,3,-1,1
arg_pisarapanui_11_page_13_24,1,-1,-1,0
arg_pisarapanui_11_page_13_25,5,1,-1,0
arg_pisarapanui_11_page_13_26,1,-1,-1,0
arg_pisarapanui_11_page_13_27,2,1,-1,0
arg_pisarapanui_11_page_13_28,5,1,-1,1
arg_pisarapanui_11_page_13_29,4,3,-1,1
arg_pisarapanui_11_page_13_30,3,-1,-1,1
arg_pisarapanui_11_page_13_31,2,1,-1,0
arg_pisarapanui_11_page_13_32,3,-1,-1,0
arg_pisarapanui_11_page_13_33,4,-1,-1,0
arg_pisarapanui_11_page_13_34,5,1,-1,1
arg_pisarapanui_11_page_13_35,4,-1,0,1
arg_pisarapanui_11_page_13_36,1,-1,-1,0
arg_pisarapanui_11_page_13_37,6,1,-1,1
arg_pisarapanui_11_page_13_38,5,-1,0,1
arg_pisarapanui_11_page_13_39,1,-1,-1,0
arg_pisarapanui_11_page_13_40,1,-1,-1,0
arg_pisarapanui_11_page_13_41,5,-1,0,1
arg_pisarapanui_11_page_13_42,7,1,-1,1
arg_pisarapanui_11_page_13_43,3,-1,-1,1
arg_pisarapanui_11_page_13_44,1,-1,-1,0
arg_pisarapanui_11_page_13_45,5,1,-1,1
arg_pisarapanui_11_page_13_46,5,-1,0,1
arg_pisarapanui_11_page_13_47,1,-1,-1,0
arg_pisarapanui_11_page_13_48,6,1,-1,1
arg_pisarapanui_11_page_13_49,1,-1,-1,0
arg_pisarapanui_11_page_13_50,5,-1,0,1
arg_pisarapanui_11_page_13_51,1,-1,-1,0
arg_pisarapanui_11_page_13_52,4,-1,0,1
arg_pisarapanui_11_page_13_53,3,-1,2,1
arg_pisarapanui_11_page_13_54,2,1,-1,0
arg_pisarapanui_11_page_13_55,5,1,-1,0
arg_pisarapanui_11_page_13_56,5,-1,0,1
arg_pisarapanui_11_page_13_57,3,-1,2,1
arg_pisarapanui_11_page_13_58,2,1,-1,0
arg_pisarapanui_11_page_13_59,5,1,-1,1
arg_pisarapanui_11_page_13_60,2,1,-1,0
arg_pisarapanui_11_page_13_61,3,-1,-1,0
enc_wikimoon_13_page_1_0,5,1,-1,1
enc_wikimoon_13_page_1_1,0,-1,-1,0
enc_wikimoon_13_page_1_2,2,1,-1,0
enc_wikimoon_13_page_1_3,2,1,-1,0
enc_wikimoon_13_page_1_4,0,-1,-1,0
enc_wikimoon_13_page_1_5,5,1,-1,1
enc_wikimoon_13_page_1_6,6,1,-1,1
enc_wikimoon_13_page_1_7,5,1,-1,1
enc_wikimoon_13_page_1_8,5,-1,0,1
enc_wikimoon_13_page_1_9,6,1,-1,1
enc_wikimoon_13_page_1_10,3,-1,-1,0
enc_wikimoon_13_page_1_11,4,-1,-1,0
enc_wikimoon_13_page_1_12,4,-1,-1,0
enc_wikimoon_13_page_1_13,5,3,-1,1
enc_wikimoon_13_page_1_14,7,1,-1,1
enc_wikimoon_13_page_1_15,4,-1,0,1
enc_wikimoon_13_page_1_16,2,1,-1,0
enc_wikimoon_13_page_1_17,5,1,-1,1
enc_wikimoon_13_page_1_18,5,3,-1,1
enc_wikimoon_13_page_1_19,2,1,-1,0
enc_wikimoon_13_page_1_20,5,1,-1,1
enc_wikimoon_13_page_1_21,5,1,-1,0
enc_wikimoon_13_page_1_22,6,1,-1,1
enc_wikimoon_13_page_1_23,2,1,-1,0
enc_wikimoon_13_page_1_24,0,-1,-1,0
enc_wikimoon_13_page_1_25,1,-1,-1,1
enc_wikimoon_13_page_1_26,0,-1,-1,0
enc_wikimoon_13_page_1_27,3,-1,-1,1
enc_wikimoon_13_page_1_28,0,-1,-1,0
enc_wikimoon_13_page_1_29,3,-1,-1,1
enc_wikimoon_13_page_1_30,5,1,-1,0
enc_wikimoon_13_page_1_31,1,-1,-1,0
enc_wikimoon_13_page_1_32,1,-1,-1,0
enc_wikimoon_13_page_1_33,2,1,-1,0
enc_wikimoon_13_page_1_34,0,-1,-1,0
enc_wikimoon_13_page_1_35,2,1,-1,0
enc_wikimoon_13_page_1_36,3,-1,-1,1
enc_wikimoon_13_page_1_37,5,1,-1,1
enc_wikimoon_13_page_1_38,5,3,-1,1
enc_wikimoon_13_page_2_0,5,1,-1,1
enc_wikimoon_13_page_2_1,5,-1,0,1
enc_wikimoon_13_page_2_2,1,-1,-1,0
enc_wikimoon_13_page_2_3,3,-1,2,1
enc_wikimoon_13_page_2_4,2,1,-1,0
enc_wikimoon_13_page_2_5,3,-1,-1,0
enc_wikimoon_13_page_2_6,2,1,-1,0
enc_wikimoon_13_page_2_7,5,1,-1,1
enc_wikimoon_13_page_2_8,8,1,-1,1
enc_wikimoon_13_page_2_9,6,1,-1,1
enc_wikimoon_13_page_2_10,2,1,-1,0
enc_wikimoon_13_page_2_11,1,-1,-1,0
enc_wikimoon_13_page_2_12,5,1,-1,1
enc_wikimoon_13_page_2_13,8,1,-1,1
enc_wikimoon_13_page_2_14,2,1,-1,0
enc_wikimoon_13_page_2_15,5,1,-1,0
enc_wikimoon_13_page_2_16,5,-1,0,1
enc_wikimoon_13_page_2_17,6,1,-1,1
enc_wikimoon_13_page_2_18,2,1,-1,0
enc_wikimoon_13_page_2_19,5,1,-1,1
enc_wikimoon_13_page_2_20,8,1,-1,1
enc_wikimoon_13_page_2_21,2,1,-1,0
enc_wikimoon_13_page_2_22,5,1,-1,0
enc_wikimoon_13_page_2_23,5,1,-1,0
enc_wikimoon_13_page_2_24,3,-1,-1,0
enc_wikimoon_13_page_2_25,3,-1,2,0
enc_wikimoon_13_page_2_26,2,1,-1,0
enc_wikimoon_13_page_2_27,5,1,-1,1
enc_wikimoon_13_page_2_28,6,1,-1,1
enc_wikimoon_13_page_2_29,2,1,-1,0
enc_wikimoon_13_page_2_30,5,1,-1,1
enc_wikimoon_13_page_2_31,7,1,-1,1
enc_wikimoon_13_page_2_32,5,1,-1,0
enc_wikimoon_13_page_2_33,5,-1,0,1
enc_wikimoon_13_page_2_34,2,1,-1,0
enc_wikimoon_13_page_2_35,3,-1,-1,0
enc_wikimoon_13_page_2_36,2,1,-1,0
enc_wikimoon_13_page_2_37,5,1,-1,1
enc_wikimoon_13_page_2_38,2,1,-1,0
enc_wikimoon_13_page_2_39,0,-1,-1,0
enc_wikimoon_13_page_2_40,3,-1,-1,1
enc_wikimoon_13_page_2_41,1,-1,-1,0
enc_wikimoon_13_page_2_42,5,-1,0,1
enc_wikimoon_13_page_2_43,6,1,-1,1
enc_wikimoon_13_page_2_44,0,-1,-1,0
enc_wikimoon_13_page_2_45,5,1,-1,1
enc_wikimoon_13_page_2_46,5,3,-1,0
enc_wikimoon_13_page_2_47,4,-1,-1,1
enc_wikimoon_13_page_2_48,2,1,-1,0
enc_wikimoon_13_page_2_49,3,-1,-1,0
enc_wikimoon_13_page_2_50,5,1,-1,1
enc_wikimoon_13_page_2_51,2,-1,-1,1
enc_wikimoon_13_page_2_52,3,-1,2,1
enc_wikimoon_13_page_2_53,2,1,-1,0
enc_wikimoon_13_page_2_54,1,-1,-1,0
enc_wikimoon_13_page_2_55,2,1,-1,0
enc_wikimoon_13_page_2_56,3,-1,-1,0
enc_wikimoon_13_page_2_57,5,1,-1,0
enc_wikimoon_13_page_2_58,0,-1,-1,0
enc_wikimoon_13_page_2_59,4,-1,-1,0
enc_wikimoon_13_page_2_60,3,-1,-1,0
enc_wikimoon_13_page_2_61,4,-1,-1,0
enc_wikimoon_13_page_2_62,2,1,-1,0
enc_wikimoon_13_page_2_63,1,-1,-1,0
enc_wikimoon_13_page_2_64,2,2,-1,0
enc_wikimoon_13_page_2_65,5,3,-1,1
enc_wikimoon_13_page_2_66,8,3,-1,1
enc_wikimoon_13_page_2_67,6,3,-1,1
enc_wikimoon_13_page_2_68,1,-1,3,1
enc_wikimoon_13_page_2_69,6,1,-1,1
enc_wikimoon_13_page_2_70,3,-1,-1,0
enc_wikimoon_13_page_2_71,5,1,-1,0
enc_wikimoon_13_page_2_72,5,-1,0,1
enc_wikimoon_13_page_2_73,5,1,-1,0
enc_wikimoon_13_page_2_74,5,3,-1,1
ins_humanrights_2_page_1_0,5,1,-1,1
ins_humanrights_2_page_1_1,6,1,-1,1
ins_humanrights_2_page_1_2,4,-1,-1,1
ins_humanrights_2_page_1_3,5,3,-1,1
ins_humanrights_2_page_1_4,5,3,-1,1
ins_humanrights_2_page_1_5,0,-1,-1,0
ins_humanrights_2_page_1_6,5,1,-1,1
ins_humanrights_2_page_1_7,1,-1,3,0
ins_humanrights_2_page_1_8,1,-1,-1,0
ins_humanrights_2_page_1_9,5,1,-1,1
ins_humanrights_2_page_1_10,5,3,-1,1
ins_humanrights_2_page_1_11,6,3,-1,1
ins_humanrights_2_page_1_12,5,3,-1,1
ins_humanrights_2_page_1_13,5,3,-1,1
ins_humanrights_2_page_1_14,5,3,-1,1
ins_humanrights_2_page_1_15,6,3,-1,1
ins_humanrights_2_page_1_16,1,-1,-1,0
ins_humanrights_2_page_1_17,4,-1,-1,1
ins_humanrights_2_page_1_18,5,3,-1,1
ins_humanrights_2_page_1_19,4,-1,-1,1
ins_humanrights_2_page_1_20,4,-1,-1,1
ins_humanrights_2_page_1_21,1,-1,-1,0
ins_humanrights_2_page_1_22,4,-1,-1,1
ins_humanrights_2_page_1_23,4,-1,0,1
ins_humanrights_2_page_1_24,5,1,-1,1
ins_humanrights_2_page_1_25,5,3,-1,1
ins_humanrights_2_page_1_26,5,3,-1,1
ins_humanrights_2_page_1_27,1,-1,-1,0
ins_humanrights_2_page_1_28,5,3,-1,1
ins_humanrights_2_page_1_29,2,1,-1,0
ins_humanrights_2_page_1_30,5,1,-1,0
ins_humanrights_2_page_2_0,1,-1,3,0
ins_humanrights_2_page_2_1,1,-1,-1,0
ins_humanrights_2_page_2_2,5,1,-1,1
ins_humanrights_2_page_2_3,1,-1,-1,0
ins_humanrights_2_page_2_4,5,1,-1,1
ins_humanrights_2_page_2_5,5,3,-1,1
ins_humanrights_2_page_2_6,5,3,-1,1
ins_humanrights_2_page_2_7,2,-1,-1,1
ins_humanrights_2_page_2_8,3,-1,2,1
ins_humanrights_2_page_2_9,2,1,-1,0
ins_humanrights_2_page_2_10,3,-1,-1,1
ins_humanrights_2_page_2_11,2,1,-1,0
ins_humanrights_2_page_2_12,5,1,-1,0
ins_humanrights_2_page_2_13,5,1,-1,0
ins_humanrights_2_page_2_14,5,-1,0,1
ins_humanrights_2_page_2_15,5,1,-1,1
ins_humanrights_2_page_2_16,5,3,-1,1
ins_humanrights_2_page_2_17,1,-1,-1,0
ins_humanrights_2_page_2_18,1,-1,-1,0
ins_humanrights_2_page_2_19,5,1,-1,1
ins_humanrights_2_page_2_20,5,3,-1,1
ins_humanrights_2_page_2_21,5,3,-1,1
ins_humanrights_2_page_2_22,2,1,-1,0
ins_humanrights_2_page_2_23,5,1,-1,0
ins_humanrights_2_page_2_24,5,1,-1,1
ins_humanrights_2_page_2_25,4,-1,-1,1
ins_humanrights_2_page_2_26,5,1,-1,1
ins_humanrights_2_page_2_27,2,-1,-1,1
ins_humanrights_2_page_2_28,2,-1,1,0
ins_humanrights_2_page_2_29,2,1,-1,0
ins_humanrights_2_page_2_30,5,1,-1,1
ins_humanrights_2_page_2_31,5,3,-1,1
ins_humanrights_2_page_2_32,1,-1,-1,0
ins_humanrights_2_page_2_33,4,-1,-1,1
ins_humanrights_2_page_2_34,5,3,-1,1
ins_humanrights_2_page_2_35,1,-1,-1,0
ins_humanrights_2_page_2_36,2,-1,-1,1
ins_humanrights_2_page_2_37,2,-1,1,0
ins_humanrights_2_page_2_38,3,-1,2,1
ins_humanrights_2_page_2_39,2,1,-1,0
ins_humanrights_2_page_2_40,5,1,-1,0
ins_humanrights_2_page_2_41,1,-1,-1,0
ins_humanrights_2_page_2_42,5,1,-1,0
ins_humanrights_2_page_2_43,2,-1,-1,1
ins_humanrights_2_page_2_44,3,-1,2,1
ins_humanrights_2_page_2_45,3,-1,2,1
ins_humanrights_2_page_2_46,1,-1,-1,0
ins_humanrights_2_page_2_47,5,1,-1,1
ins_humanrights_2_page_2_48,0,-1,-1,0
ins_humanrights_2_page_2_49,6,1,-1,1
ins_humanrights_2_page_2_50,5,1,-1,0
ins_humanrights_2_page_2_51,4,-1,-1,1
ins_humanrights_2_page_2_52,5,3,-1,1
ins_humanrights_2_page_3_0,1,-1,3,0
ins_humanrights_2_page_3_1,1,-1,-1,0
ins_humanrights_2_page_3_2,5,-1,0,1
ins_humanrights_2_page_3_3,4,-1,-1,0
ins_humanrights_2_page_3_4,0,-1,-1,0
ins_humanrights_2_page_3_5,5,1,-1,1
ins_humanrights_2_page_3_6,5,3,-1,1
ins_humanrights_2_page_3_7,1,-1,-1,0
ins_humanrights_2_page_3_8,4,-1,0,1
ins_humanrights_2_page_3_9,3,-1,2,1
ins_humanrights_2_page_3_10,2,1,-1,0
ins_humanrights_2_page_3_11,5,1,-1,1
ins_humanrights_2_page_3_12,5,3,-1,1
ins_humanrights_2_page_3_13,2,1,-1,0
ins_humanrights_2_page_3_14,0,-1,-1,0
ins_humanrights_2_page_3_15,5,1,-1,1
ins_humanrights_2_page_3_16,1,-1,-1,0
ins_humanrights_2_page_3_17,1,-1,-1,0
ins_humanrights_2_page_3_18,4,-1,0,1
ins_humanrights_2_page_3_19,3,-1,2,1
ins_humanrights_2_page_3_20,1,-1,-1,0
ins_humanrights_2_page_3_21,4,-1,0,1
ins_humanrights_2_page_3_22,0,-1,-1,0
ins_humanrights_2_page_3_23,5,1,-1,0
ins_humanrights_2_page_3_24,6,1,-1,1
ins_humanrights_2_page_3_25,2,1,-1,0
ins_humanrights_2_page_3_26,5,1,-1,0
ins_humanrights_2_page_3_27,2,3,-1,0
ins_humanrights_2_page_3_28,5,3,-1,1
ins_humanrights_2_page_3_29,1,-1,-1,0
ins_humanrights_2_page_3_30,5,3,-1,0
ins_humanrights_2_page_4_0,1,-1,3,0
ins_humanrights_2_page_4_1,1,-1,-1,0
ins_humanrights_2_page_4_2,5,-1,0,1
ins_humanrights_2_page_4_3,4,-1,-1,0
ins_humanrights_2_page_4_4,1,-1,-1,0
ins_humanrights_2_page_4_5,5,1,-1,1
ins_humanrights_2_page_4_6,2,-1,1,0
ins_humanrights_2_page_4_7,5,1,-1,1
ins_humanrights_2_page_4_8,5,3,-1,1
ins_humanrights_2_page_4_9,3,-1,-1,1
ins_humanrights_2_page_4_10,2,1,-1,0
ins_humanrights_2_page_4_11,3,-1,-1,1
ins_humanrights_2_page_5_0,1,-1,3,0
ins_humanrights_2_page_5_1,1,-1,-1,0
ins_humanrights_2_page_5_2,2,1,-1,0
ins_humanrights_2_page_5_3,5,1,-1,0
ins_humanrights_2_page_5_4,5,1,-1,1
ins_humanrights_2_page_5_5,5,3,-1,1
ins_humanrights_2_page_5_6,5,3,-1,0
ins_humanrights_2_page_5_7,4,-1,-1,1
ins_humanrights_2_page_5_8,2,-1,-1,1
ins_humanrights_2_page_5_9,3,-1,2,1
ins_humanrights_2_page_5_10,2,1,-1,0
ins_humanrights_2_page_5_11,4,-1,-1,0
ins_humanrights_2_page_5_12,5,1,-1,1
ins_humanrights_2_page_5_13,4,-1,-1,1
ins_humanrights_2_page_5_14,2,1,-1,0
ins_humanrights_2_page_5_15,5,1,-1,1
ins_humanrights_2_page_5_16,4,-1,-1,1
ins_humanrights_2_page_5_17,4,-1,-1,1
ins_humanrights_2_page_5_18,5,3,-1,1
ins_humanrights_2_page_5_19,2,1,-1,0
ins_humanrights_2_page_5_20,5,1,-1,1
ins_humanrights_2_page_5_21,1,-1,-1,0
ins_humanrights_2_page_5_22,2,1,-1,0
ins_humanrights_2_page_5_23,5,1,-1,1
ins_humanrights_2_page_5_24,5,3,-1,1
ins_humanrights_2_page_5_25,6,3,-1,1
ins_humanrights_2_page_5_26,3,-1,-1,1
ins_humanrights_2_page_5_27,4,-1,-1,1
ins_humanrights_2_page_5_28,2,1,-1,0
ins_humanrights_2_page_5_29,3,-1,-1,1
ins_humanrights_2_page_5_30,1,-1,-1,0
ins_humanrights_2_page_5_31,3,-1,-1,1
ins_humanrights_2_page_5_32,1,-1,-1,0
ins_humanrights_2_page_5_33,1,-1,-1,0
ins_humanrights_2_page_5_34,2,-1,-1,1
ins_humanrights_2_page_5_35,3,-1,2,1
ins_humanrights_2_page_5_36,1,-1,-1,0
ins_humanrights_2_page_5_37,4,-1,0,1
ins_humanrights_2_page_5_38,5,1,-1,1
ins_humanrights_2_page_5_39,4,-1,-1,0
ins_humanrights_2_page_5_40,1,-1,-1,0
ins_humanrights_2_page_5_41,5,1,-1,1
ins_humanrights_2_page_5_42,5,3,-1,1
ins_humanrights_2_page_5_43,2,1,-1,0
ins_humanrights_2_page_5_44,5,1,-1,0
ins_humanrights_2_page_5_45,2,1,-1,0
ins_humanrights_2_page_5_46,5,1,-1,1
ins_humanrights_2_page_5_47,5,3,-1,1
ins_humanrights_2_page_5_48,5,3,-1,1
ins_humanrights_2_page_5_49,0,-1,-1,0
ins_humanrights_2_page_5_50,3,-1,-1,1
ins_humanrights_2_page_6_0,1,-1,3,0
ins_humanrights_2_page_6_1,1,-1,-1,0
ins_humanrights_2_page_6_2,5,1,-1,1
ins_humanrights_2_page_6_3,3,-1,-1,1
ins_humanrights_2_page_6_4,6,1,-1,1
ins_humanrights_2_page_6_5,3,-1,2,1
ins_humanrights_2_page_6_6,1,-1,-1,0
ins_humanrights_2_page_6_7,4,-1,0,1
ins_humanrights_2_page_6_8,2,1,-1,0
ins_humanrights_2_page_6_9,5,1,-1,0
ins_humanrights_2_page_6_10,2,1,-1,0
ins_humanrights_2_page_6_11,5,1,-1,1
ins_humanrights_2_page_6_12,5,3,-1,0
ins_humanrights_2_page_6_13,4,-1,-1,1
ins_humanrights_2_page_6_14,5,1,-1,1
ins_humanrights_2_page_6_15,4,-1,-1,0
ins_humanrights_2_page_6_16,1,-1,-1,0
